0032=10,14,09,16,15,07,22,06,04,02,01,17,23,11,20
0033=08,20,12,16,10,21,05,02,23,19,11,24,01,14,07
0034=07,19,16,10,23,04,18,11,08,09,20,21,01,02,15
0035=12,01,13,23,19,21,17,11,22,06,25,16,14,05,04
0036=07,23,10,20,01,21,04,08,11,19,17,22,24,14,05
0037=24,20,05,15,10,22,21,03,01,23,11,04,13,08,09
0038=14,13,08,16,01,10,03,07,15,25,09,02,24,06,22
0039=14,15,07,19,08,09,22,17,23,18,02,11,24,13,21
0040=10,17,16,12,14,24,08,07,05,20,21,01,13,02,22
0041=25,04,23,18,17,19,15,13,09,03,12,20,21,16,02
0042=01,24,12,25,04,03,21,08,11,06,15,22,14,17,05
0043=23,22,03,17,01,24,14,19,08,06,09,18,20,07,10
0044=23,21,12,19,05,04,06,13,14,10,03,18,24,11,25
0045=01,23,14,16,02,19,18,07,21,09,24,25,17,05,03
0046=06,14,08,11,24,18,19,23,02,05,04,21,10,01,25
0047=06,08,25,18,20,05,11,10,15,13,04,22,03,02,01
0048=15,06,21,20,02,17,05,23,11,07,13,16,18,19,22
0049=11,02,24,08,20,16,04,13,19,06,15,22,05,23,21
0050=02,03,07,25,21,23,10,01,13,11,20,06,12,19,09
0051=08,01,13,14,05,22,21,07,06,23,03,17,20,11,16
0052=25,04,16,02,15,21,12,09,11,08,24,23,01,13,22
0053=23,03,07,17,20,14,12,02,18,24,06,01,11,09,19
0054=22,08,12,09,21,05,20,04,24,02,07,06,14,16,18
0055=04,06,12,15,02,03,13,16,08,09,07,25,05,18,19
0056=19,01,05,14,16,15,17,02,13,22,20,12,23,09,24
0057=25,17,08,11,03,06,19,22,21,07,20,01,04,12,02
0058=20,14,11,13,19,18,15,16,05,03,06,12,17,22,04
0059=06,08,14,01,23,20,03,15,25,11,05,07,13,10,19
0060=17,22,16,05,03,02,18,08,25,11,01,19,04,23,24
0061=04,15,01,23,09,14,12,11,13,19,25,16,22,05,20
0062=09,07,01,13,20,11,03,17,25,08,14,16,15,18,24
0063=13,19,22,17,10,04,25,09,24,08,16,11,21,12,20
0064=13,01,10,06,25,23,14,09,07,02,18,08,20,03,17
0065=23,19,10,07,01,17,04,02,22,16,21,15,20,18,25
0066=08,10,23,17,11,20,02,14,21,22,15,16,24,04,01
0067=07,24,13,20,16,05,21,12,11,08,15,22,23,10,09
0068=09,01,25,16,06,03,05,22,07,12,08,10,02,17,23
0069=23,07,11,15,04,17,20,08,09,24,01,18,21,10,19
0070=14,05,09,24,06,15,12,19,20,01,02,25,16,10,03
0071=13,03,22,05,01,21,23,06,08,11,15,18,14,16,09
0072=02,16,05,25,23,11,18,13,24,15,01,07,08,12,17
0073=25,17,18,02,16,19,15,13,14,05,21,11,07,01,10
0074=08,25,03,01,02,22,16,04,05,15,06,18,13,23,11
0075=10,08,03,16,07,25,20,04,13,06,11,15,17,05,01
0076=15,05,12,10,19,16,21,17,25,09,13,01,23,08,03
0077=06,20,04,09,11,17,03,08,02,21,24,14,22,25,18
0078=15,05,17,23,01,08,07,20,16,06,12,18,03,02,13
0079=15,14,17,02,22,24,05,23,20,09,12,18,25,01,03
0080=17,22,25,07,20,03,18,10,04,01,14,09,02,05,15
0081=13,02,07,19,17,15,01,04,06,21,03,11,05,16,10
0082=04,08,19,12,23,17,13,20,01,18,06,15,05,22,09
0083=23,10,25,20,14,03,01,06,02,11,08,13,12,24,05
0084=15,22,08,25,06,04,16,01,02,24,19,20,17,23,12
0085=01,02,11,21,16,08,23,07,18,22,14,15,05,13,09
0086=13,19,12,18,05,06,09,24,23,04,17,08,25,02,14
0087=11,03,18,25,05,24,13,08,15,10,09,22,01,02,20
0088=08,10,18,24,11,01,17,02,25,09,14,19,12,04,05
0089=23,16,01,12,21,25,17,19,13,20,24,15,06,11,22
0090=22,10,11,08,17,20,23,03,21,01,15,25,02,12,24
0091=16,23,01,25,22,14,09,13,11,10,12,15,04,20,17
0092=17,06,04,01,08,15,02,19,14,13,12,18,21,24,22
0093=04,24,07,17,09,13,18,20,05,06,10,21,02,19,23
0094=21,09,13,12,11,15,04,22,24,16,08,18,23,02,17
0095=10,04,18,22,01,03,20,19,17,02,15,05,11,12,14
0096=09,17,24,06,16,10,23,18,14,19,04,03,12,21,22
0097=04,10,13,22,17,03,23,24,12,14,15,25,19,20,06
0098=24,17,15,25,08,18,22,06,01,11,23,20,05,02,10
0099=04,07,24,25,20,14,01,02,10,16,17,11,21,13,03
0100=11,22,14,25,10,08,23,13,04,16,17,09,03,12,01
0101=07,06,14,19,13,03,21,23,01,24,16,17,09,20,10
0102=19,04,22,01,07,23,10,25,21,11,18,02,03,09,12
0103=23,18,01,07,05,22,02,03,25,10,04,17,08,16,11
0104=06,05,22,24,19,16,11,14,21,13,15,25,07,18,10
0105=08,07,10,12,25,09,15,22,19,06,11,13,04,17,21
0106=05,15,03,01,04,13,22,02,25,06,10,17,14,23,12
0107=24,04,07,17,21,12,15,03,25,11,01,18,06,08,09
0108=09,15,25,14,16,02,08,11,12,07,01,22,04,23,18
0109=09,07,23,01,11,25,18,13,20,03,21,05,24,16,12
0110=23,20,03,06,05,01,04,25,12,13,21,17,22,14,19
0111=10,01,19,21,25,17,12,05,11,15,13,24,06,18,22
0112=20,10,02,06,19,21,18,03,17,11,01,14,04,15,23
0113=06,14,24,02,19,05,12,08,20,21,04,11,01,13,25
0114=20,03,22,09,06,02,14,01,10,25,24,11,21,08,07
0115=04,17,05,16,06,11,20,09,12,21,25,07,13,01,18
0116=11,13,18,10,25,23,16,01,14,02,19,21,12,09,20
0117=14,20,05,11,09,23,18,17,06,13,25,15,07,12,10
0118=24,15,21,22,18,04,14,13,19,06,12,02,23,08,05
0119=15,01,21,22,09,04,18,06,24,20,23,11,08,10,17
0120=03,08,19,07,20,16,15,13,12,11,01,24,18,21,05
0121=17,24,25,23,07,02,04,05,11,10,09,01,18,16,12
0122=05,22,02,10,13,15,09,20,04,25,01,18,23,17,08
0123=20,13,21,06,18,05,04,07,17,24,19,12,23,11,22
0124=19,09,02,06,24,07,20,16,15,03,25,14,04,18,21
0125=10,22,07,06,12,16,11,21,04,09,24,03,02,25,15
0126=07,22,18,08,13,25,16,01,21,04,24,14,03,02,06
0127=05,25,04,01,13,02,12,18,22,19,23,07,03,10,11
0128=17,02,14,21,03,23,06,15,13,11,04,16,19,25,20
0129=05,11,09,22,06,21,07,19,02,20,15,23,18,25,13
0130=15,19,06,04,24,02,17,25,13,23,10,12,05,03,09
0131=02,25,20,12,05,07,06,11,13,19,08,04,15,22,23
0132=09,25,14,11,07,15,01,22,16,04,05,17,03,10,23
0133=18,22,09,03,15,20,08,21,04,19,13,01,11,23,05
0134=12,16,05,07,11,19,08,25,22,17,14,01,03,10,13
0135=07,22,13,02,21,14,19,08,01,25,20,10,15,18,05
0136=01,02,23,12,17,21,05,22,09,15,24,14,13,06,03
0137=18,06,19,25,11,08,17,20,16,10,02,21,12,09,13
0138=15,07,16,17,08,24,22,02,03,13,11,05,21,25,04
0139=22,24,23,12,01,15,07,14,21,16,17,02,09,18,19
0140=12,10,19,01,25,22,15,06,02,24,13,20,09,18,03
0141=18,12,19,03,08,17,13,01,25,20,10,16,09,24,07
0142=01,18,19,05,23,07,06,16,17,24,15,09,22,04,02
0143=21,11,22,09,24,08,17,15,25,01,16,23,13,19,02
0144=12,17,01,02,21,04,14,22,09,24,20,07,19,11,25
0145=14,15,20,22,13,10,25,11,18,09,24,02,03,01,17
0146=17,22,12,02,11,05,24,10,14,13,25,16,01,23,08
0147=02,05,12,13,21,23,22,11,01,10,06,25,04,19,16
0148=05,22,24,02,01,12,08,21,16,25,20,09,13,04,17
0149=24,19,02,17,16,09,25,05,20,18,13,10,15,23,07
0150=21,07,11,05,08,19,01,25,06,22,24,14,23,09,03
0151=18,10,13,11,03,09,12,04,23,07,24,16,14,05,20
0152=23,03,25,06,19,22,24,15,07,17,08,13,20,04,05
0153=13,21,05,25,08,20,23,12,11,04,01,18,02,24,17
0154=18,09,16,05,15,24,23,10,01,11,14,06,13,03,02
0155=15,10,16,14,08,11,19,02,21,20,18,04,05,22,24
0156=03,08,09,15,13,10,12,04,23,20,22,01,19,11,14
0157=10,14,02,18,25,09,21,07,24,01,16,06,04,12,19
0158=11,15,22,17,12,23,02,07,16,18,19,09,20,10,08
0159=11,02,01,03,17,15,25,10,24,14,04,06,08,05,20
0160=15,14,03,12,16,24,19,21,20,17,10,04,09,01,11
0161=21,24,01,08,20,17,25,18,11,05,15,23,22,16,13
0162=03,01,12,06,20,11,05,16,24,02,08,23,13,04,18
0163=21,03,14,06,02,01,25,09,15,13,20,24,23,07,05
0164=01,11,14,05,15,10,02,06,21,18,03,24,08,23,22
0165=09,01,19,13,14,04,12,15,25,02,22,08,18,17,06
0166=18,03,09,21,19,22,08,15,10,23,14,02,20,04,13
0167=18,10,01,13,19,09,16,14,24,02,06,03,22,08,23
0168=01,07,20,04,19,12,24,03,15,17,16,02,10,23,22
0169=04,16,24,06,08,11,15,10,01,21,05,12,09,07,20
0170=07,22,25,04,13,23,06,05,01,20,03,10,18,08,16
0171=24,03,25,10,17,13,16,22,15,04,01,23,12,11,21
0172=02,18,09,11,07,13,06,01,04,25,12,20,21,22,10
0173=02,05,11,23,22,15,08,24,20,21,19,03,07,04,25
0174=04,07,13,23,10,20,02,09,01,15,24,17,12,25,11
0175=07,11,02,14,18,05,21,19,16,03,15,12,24,13,06
0176=12,25,15,21,10,04,24,16,11,13,18,02,22,17,23
0177=24,16,11,13,06,19,02,17,07,08,15,20,10,23,21
0178=06,03,21,25,10,20,19,23,09,04,08,02,24,16,14
0179=02,15,17,03,22,19,14,07,23,25,05,04,24,09,13
0180=02,04,11,20,17,25,24,07,01,05,03,10,15,06,08
0181=01,16,22,05,20,07,23,08,15,04,06,14,17,19,21
0182=11,22,08,19,17,03,02,14,25,09,07,21,13,23,04
0183=08,07,06,13,23,11,19,21,16,25,14,20,24,02,04
0184=03,17,07,23,11,15,08,01,19,21,25,16,18,09,10
0185=20,19,25,06,01,15,23,08,12,09,11,04,07,02,17
0186=16,25,23,22,13,05,06,19,24,17,02,18,04,11,12
0187=21,25,12,01,16,03,13,24,11,17,19,15,23,22,18
0188=16,19,20,10,25,24,22,08,13,05,11,23,21,02,03
0189=09,13,05,18,23,19,16,22,01,02,07,04,20,06,24
0190=16,11,13,15,23,24,08,01,05,18,04,19,03,07,14
0191=23,09,18,05,19,20,08,02,22,10,13,21,15,17,12
0192=24,11,01,13,03,06,16,04,15,22,02,23,14,05,21
0193=14,16,21,02,09,19,20,03,04,10,25,01,15,05,08
0194=23,14,22,25,12,18,08,09,13,15,02,21,17,07,10
0195=04,03,14,22,19,17,09,12,18,07,23,08,11,02,06
0196=22,24,10,15,16,25,20,14,17,05,02,04,23,19,03
0197=09,13,23,20,03,06,10,05,22,04,08,12,07,18,21
0198=25,01,06,02,13,07,18,21,14,04,15,20,05,17,16
0199=23,02,06,11,22,20,04,03,15,05,01,09,21,12,19
0200=16,08,09,05,23,11,13,12,04,14,15,02,01,21,24
0201=10,15,08,19,02,11,12,05,20,01,22,04,13,09,14
0202=05,14,23,19,24,10,17,11,01,21,22,13,16,03,18
0203=24,02,04,05,12,13,01,03,23,18,06,07,25,14,17
0204=08,25,16,17,23,22,05,15,04,07,24,02,14,03,11
0205=21,04,18,12,22,10,02,16,17,11,03,15,25,14,09
0206=22,09,05,16,15,03,13,08,21,02,12,17,11,20,14
0207=04,12,06,01,15,10,19,03,14,09,17,02,13,22,20
0208=24,19,16,07,03,12,23,06,09,10,04,01,14,11,15
0209=24,01,19,22,25,03,10,15,14,06,05,18,21,07,09
0210=15,16,07,14,18,22,10,13,23,11,03,24,09,21,05
0211=17,01,10,12,02,06,08,04,24,18,14,22,11,16,25
0212=16,06,19,22,03,01,20,11,10,14,08,23,04,09,12
0213=16,01,10,21,05,04,09,23,08,03,24,25,11,18,19
0214=02,14,04,18,09,24,11,01,13,19,03,22,25,20,15
0215=17,15,03,12,25,09,19,23,11,04,07,14,05,18,01
0216=11,09,17,13,21,06,04,25,24,05,03,07,19,02,10
0217=06,16,04,05,12,19,11,25,10,21,07,02,09,17,03
0218=21,25,15,17,11,22,02,16,08,13,14,12,05,20,07
0219=19,24,03,22,02,17,11,18,25,16,23,08,09,14,06
0220=21,16,05,25,13,23,24,10,20,18,14,09,15,12,17
0221=06,01,17,07,21,12,03,23,16,20,02,08,19,10,25
0222=05,15,21,04,23,12,07,08,24,22,06,18,01,03,09
0223=09,23,14,22,02,24,11,07,10,13,16,21,04,12,20
0224=24,09,08,04,19,11,21,13,18,20,15,23,10,06,12
0225=15,25,08,01,23,03,05,13,02,19,14,20,22,07,18
0226=20,05,19,14,13,10,08,15,17,21,18,04,16,11,25
0227=10,18,20,21,05,17,14,12,19,07,22,15,09,01,08
0228=14,15,19,17,11,04,20,16,13,25,12,24,18,02,10
0229=09,06,25,15,20,12,16,14,11,10,17,23,08,13,02
0230=06,01,04,24,17,22,08,11,02,05,15,13,14,03,10
0231=24,17,19,12,21,01,05,18,10,02,07,15,25,06,16
0232=11,24,21,23,14,25,16,13,12,04,05,17,06,09,18
0233=01,14,07,03,13,02,06,08,12,05,21,17,09,19,04
0234=11,14,01,05,02,12,03,04,13,17,24,09,15,21,22
0235=21,13,24,14,18,17,08,16,12,23,19,15,01,25,10
0236=01,13,03,22,25,23,05,16,04,09,12,15,08,07,21
0237=13,12,07,06,05,19,23,16,04,20,22,09,18,15,21
0238=11,17,19,24,20,13,06,21,04,12,01,14,23,15,03
0239=07,13,09,14,25,15,10,22,01,23,16,03,06,19,05
0240=02,10,09,23,19,15,01,13,22,04,11,18,14,16,21
0241=14,05,23,24,13,15,21,08,12,09,25,04,17,20,03
0242=13,02,21,19,08,15,17,06,22,14,09,16,18,23,05
0243=05,03,13,25,07,23,16,21,18,01,20,04,02,12,17
0244=06,12,10,24,11,07,18,15,03,22,05,14,20,21,09
0245=11,24,10,19,18,12,14,25,01,09,02,15,06,07,16
0246=08,07,25,24,01,05,09,21,18,15,17,12,10,04,13
0247=01,22,07,08,14,04,02,25,03,17,15,16,23,19,09
0248=25,10,12,08,05,02,11,20,21,01,16,19,09,13,15
0249=23,05,21,14,18,12,07,15,08,04,25,09,22,17,10
0250=19,13,02,05,23,09,03,10,15,17,16,18,21,12,01
0251=21,13,19,15,23,18,22,09,04,25,16,10,03,05,06
0252=02,06,18,25,15,11,24,23,03,22,17,04,19,14,08
0253=22,04,19,05,21,23,06,01,18,11,12,15,08,13,07
0254=20,02,23,06,05,14,15,09,08,03,07,11,16,13,04
0255=17,03,04,01,02,14,15,10,09,16,22,24,06,21,23
0256=01,12,10,09,16,08,18,20,07,02,06,22,13,15,24
0257=22,10,12,09,07,18,13,06,01,16,03,24,14,17,19
0258=13,20,12,04,02,25,22,24,19,21,09,06,14,05,17
0259=10,25,18,15,06,21,22,20,07,03,08,09,24,19,05
0260=24,11,05,19,07,20,09,18,14,03,13,08,01,06,04
0261=04,02,16,15,25,06,11,21,05,17,19,20,07,13,01
0262=08,21,12,20,03,14,13,07,09,24,15,23,04,17,06
0263=23,19,08,15,16,11,07,21,24,09,10,01,18,04,14
0264=08,03,25,06,22,09,13,23,20,04,16,19,01,12,21
0265=07,12,22,05,19,11,18,08,13,16,17,24,01,20,15
0266=18,21,03,19,04,14,24,22,05,06,07,09,11,01,15
0267=15,11,23,09,12,06,14,13,17,24,21,02,05,04,03
0268=25,23,08,15,09,16,20,12,07,18,06,19,05,10,14
0269=22,02,01,04,13,15,18,19,24,23,10,16,17,06,14
0270=16,01,14,05,09,18,08,03,06,25,07,19,23,04,24
0271=19,11,05,16,24,20,25,06,04,12,08,01,21,02,18
0272=25,15,12,01,04,09,13,24,08,17,05,20,11,23,02
0273=16,05,21,07,12,20,01,15,24,18,25,10,19,17,06
0274=15,25,05,23,10,02,07,12,17,14,11,21,06,20,04
0275=06,09,12,22,01,10,15,05,14,17,20,03,18,11,08
0276=02,07,17,05,18,12,22,03,25,13,20,04,11,19,10
0277=16,24,13,02,17,10,09,11,21,04,23,14,25,22,12
0278=12,09,02,03,21,19,01,23,05,15,11,17,13,06,25
0279=12,10,03,17,18,06,05,23,01,02,22,19,11,09,13
0280=09,25,20,10,19,24,05,13,16,03,17,11,06,15,04
0281=04,01,10,23,12,02,25,17,19,08,11,09,14,03,15
0282=25,07,03,21,11,20,16,13,08,04,15,12,19,22,02
0283=24,22,10,13,04,20,06,01,11,09,23,12,08,02,19
0284=23,05,22,07,21,12,25,13,01,11,15,17,03,06,19
0285=11,16,08,10,14,01,04,05,15,22,09,12,19,13,23
0286=25,01,23,21,07,04,11,09,12,02,13,10,24,19,03
0287=15,21,06,23,02,10,22,25,07,17,16,05,18,13,12
0288=18,15,06,19,02,10,03,14,25,09,24,01,04,13,12
0289=04,08,01,03,10,19,02,14,06,09,17,15,12,24,22
0290=17,09,13,02,23,14,11,20,22,07,06,12,01,21,05
0291=14,08,15,10,01,05,17,24,02,12,07,13,23,20,11
0292=21,03,24,07,17,05,02,11,13,09,22,12,25,16,08
0293=14,12,03,09,25,22,13,24,02,06,01,23,18,15,19
0294=11,16,24,04,20,02,01,05,07,03,08,12,15,23,25
0295=25,24,06,23,15,10,03,21,13,18,02,04,19,17,16
0296=16,18,14,06,22,11,15,19,02,25,07,03,12,08,17
0297=23,10,25,24,01,21,15,09,08,16,04,22,14,07,12
0298=01,06,07,16,04,24,21,08,13,03,11,15,14,12,22
0299=10,20,03,24,23,06,17,08,22,13,07,05,19,18,21
0300=07,21,09,04,11,23,19,17,03,12,08,25,20,15,22
0301=02,09,11,03,17,13,12,19,20,15,22,23,18,08,14
0302=18,20,09,06,11,25,02,16,15,14,04,22,12,10,05
0303=06,22,18,21,12,24,23,20,15,17,02,08,03,16,04
0304=01,15,22,16,14,04,18,17,12,21,20,25,05,03,19
0305=20,10,25,04,03,18,22,21,02,08,11,12,05,24,13
0306=25,05,13,04,02,08,20,01,11,16,18,12,14,15,19
0307=20,09,12,14,23,17,21,24,19,01,03,10,15,04,06
0308=23,01,21,16,24,19,05,25,12,13,22,04,18,02,15
0309=03,13,22,10,16,21,01,09,14,20,04,08,17,24,02
0310=11,14,21,10,03,24,18,19,09,15,23,16,05,02,17
0311=23,05,24,12,17,10,25,02,14,16,20,19,15,07,04
0312=22,08,09,18,02,17,10,19,01,16,25,11,13,12,06
0313=07,06,14,23,17,12,15,19,10,16,09,25,02,03,18
0314=21,05,11,01,08,19,02,22,09,20,06,12,14,13,15
0315=16,13,11,23,05,06,21,17,08,02,24,03,20,14,19
0316=08,19,06,14,04,03,24,23,01,13,12,15,10,18,07
0317=21,05,08,04,11,01,22,02,25,14,18,16,09,24,19
0318=11,21,12,14,06,04,16,15,13,25,05,03,18,23,09
0319=14,24,06,09,04,08,03,16,23,01,19,10,20,12,17
0320=19,15,12,17,11,18,01,25,03,22,09,21,14,06,23
0321=17,20,12,25,09,24,14,03,10,02,04,13,11,16,18
0322=01,12,13,02,16,23,03,07,05,20,17,18,15,24,21
0323=04,17,02,21,14,01,03,20,06,07,10,25,23,09,19
0324=21,10,02,23,08,01,24,16,06,04,07,12,09,03,20
0325=25,10,22,20,23,05,04,06,02,14,24,19,07,15,01
0326=25,07,24,06,15,13,12,10,01,18,08,11,04,17,02
0327=19,08,04,14,03,16,01,15,13,12,17,21,23,02,18
0328=13,02,25,23,19,11,12,22,18,24,04,05,03,15,21
0329=18,21,08,20,24,09,01,14,04,23,25,03,17,02,13
0330=15,19,24,25,02,12,14,05,09,22,23,01,18,17,06
0331=16,15,13,19,05,23,03,18,01,07,06,22,21,25,12
0332=03,02,11,21,20,12,06,05,19,07,23,24,14,10,25
0333=16,02,13,25,09,14,01,06,21,15,05,23,18,12,11
0334=17,08,13,15,11,22,21,06,01,02,18,23,25,07,16
0335=16,14,21,09,06,17,08,03,20,19,01,12,11,07,04
0336=10,15,16,11,03,25,01,14,19,05,22,02,17,06,08
0337=03,11,07,08,23,04,19,16,09,05,01,18,22,10,12
0338=16,04,07,19,09,03,05,21,20,15,25,17,06,14,12
0339=13,19,01,23,18,16,15,05,22,20,24,21,08,02,10
0340=14,04,19,02,08,21,20,25,11,10,06,09,05,22,03
0341=20,05,21,12,11,07,16,19,18,13,22,01,25,24,09
0342=08,03,11,25,23,12,21,15,01,04,20,13,16,19,22
0343=20,15,11,25,06,08,18,12,13,16,14,19,22,03,05
0344=11,16,09,20,25,24,05,03,12,10,15,13,04,21,06
0345=23,25,09,24,20,02,12,16,19,14,15,07,18,11,21
0346=14,10,23,05,12,06,08,17,24,18,15,02,01,21,03
0347=15,24,19,03,18,14,25,12,20,09,10,11,05,08,07
0348=14,08,20,19,12,25,01,07,18,24,02,17,05,22,21
0349=07,08,17,20,22,12,01,16,02,19,25,24,05,14,18
0350=23,09,01,14,13,07,15,04,25,22,12,08,06,02,03
0351=07,01,12,03,24,18,23,05,19,02,14,11,10,17,16
0352=03,01,15,13,06,20,17,24,19,02,12,22,04,09,18
0353=18,23,19,08,12,02,09,11,03,21,22,20,13,17,07
0354=23,22,09,10,08,19,17,12,01,02,18,21,04,16,07
0355=12,11,23,13,08,04,19,25,18,07,10,06,09,15,02
0356=13,10,02,24,05,16,15,11,14,19,09,04,25,22,20
0357=17,10,06,23,21,05,08,09,14,02,19,01,13,11,25
0358=25,16,17,11,14,18,12,23,24,04,15,02,10,06,09
0359=22,21,12,04,25,13,08,24,16,11,07,17,19,18,10
0360=05,17,18,02,11,08,04,19,20,01,03,24,09,23,07
0361=09,01,20,12,07,10,14,24,19,23,13,04,17,16,15
0362=10,23,04,13,22,06,03,18,01,02,24,12,05,07,17
0363=22,23,16,03,08,06,17,02,04,09,13,11,15,20,21
0364=02,09,06,15,19,21,12,11,07,20,22,13,24,03,04
0365=11,12,04,08,19,05,15,20,23,16,03,24,25,18,10
0366=23,06,22,11,15,21,13,05,08,03,17,09,20,18,25
0367=15,21,13,20,18,22,12,07,01,17,02,08,04,09,24
0368=06,13,22,05,02,03,24,14,11,21,20,15,19,17,04
0369=24,09,12,05,15,03,23,11,06,21,01,07,14,22,20
0370=14,17,11,03,07,12,19,04,09,10,16,23,06,25,08
0371=01,16,02,08,03,13,22,07,10,05,14,06,15,25,09
0372=19,12,23,10,24,14,16,06,22,25,17,13,03,04,05
0373=19,20,11,22,04,17,14,13,09,23,02,15,12,21,06
0374=21,03,25,24,16,09,06,18,20,23,13,12,22,02,01
0375=01,05,16,10,25,02,14,13,11,18,07,19,12,17,20
0376=12,24,03,14,08,20,16,10,18,22,13,21,25,15,02
0377=22,11,12,15,04,03,01,08,02,07,17,09,13,19,20
0378=24,02,25,13,16,14,06,23,12,04,15,21,03,22,19
0379=21,07,14,17,16,13,04,22,05,03,12,25,18,11,10
0380=08,07,14,09,25,06,23,10,04,17,18,22,03,11,02
0381=03,07,13,19,25,15,06,12,17,04,10,22,21,09,01
0382=10,15,11,03,24,08,12,02,04,14,22,21,07,09,16
0383=24,22,11,16,15,07,09,23,18,06,05,14,25,12,03
0384=17,19,13,22,07,11,25,04,01,15,18,03,21,10,20
0385=04,05,08,12,20,23,25,06,13,15,18,01,24,22,02
0386=23,15,11,21,19,03,07,06,09,01,18,20,25,02,04
0387=23,12,11,14,19,15,21,09,04,22,08,02,20,03,10
0388=01,07,21,15,16,09,11,06,10,20,05,17,03,18,02
0389=19,23,02,12,03,09,24,04,17,05,10,25,13,06,18
0390=12,25,21,05,07,22,19,02,20,13,14,10,11,15,24
0391=21,18,25,16,06,15,04,23,13,12,03,01,09,22,08
0392=01,23,02,18,20,03,17,21,11,25,15,10,04,14,12
0393=04,08,23,17,03,21,22,20,18,01,25,06,07,10,11
0394=06,14,12,13,02,22,16,20,18,07,24,21,08,23,05
0395=02,08,11,25,22,01,04,09,13,14,15,23,21,17,06
0396=03,02,09,01,05,10,15,13,22,07,06,24,20,18,11
0397=15,02,25,20,06,04,10,01,03,05,09,13,14,08,22
0398=13,22,10,03,09,16,12,20,05,07,18,04,21,02,08
0399=10,22,12,11,14,24,21,19,09,17,23,01,07,04,16
0400=12,20,23,24,15,01,09,22,10,19,17,14,16,21,05
0401=08,07,25,17,23,10,06,24,21,05,02,03,14,16,01
0402=09,06,21,22,20,01,11,07,08,23,02,04,25,24,16
0403=25,21,08,14,24,13,02,09,07,04,12,15,06,11,19
0404=21,08,14,01,06,13,20,11,18,16,24,25,22,05,10
0405=18,16,25,05,07,24,06,11,08,04,19,22,14,13,12
0406=16,09,05,01,02,08,24,04,22,21,11,07,10,17,23
0407=12,14,11,17,22,20,25,04,08,15,06,16,09,07,02
0408=20,01,14,12,18,03,21,22,11,04,02,10,15,23,19
0409=24,06,14,20,08,07,23,25,04,02,10,16,21,01,17
0410=05,17,01,04,08,15,19,18,07,10,25,09,14,13,11
0411=18,17,01,05,14,25,07,16,12,24,20,11,22,21,09
0412=18,20,21,12,04,11,03,22,19,17,25,10,09,08,16
0413=08,16,20,21,14,03,10,25,13,17,06,12,02,05,09
0414=03,16,19,15,06,05,20,11,18,25,21,10,08,02,09
0415=07,03,15,01,22,18,19,23,10,11,20,13,14,21,17
0416=13,20,06,19,23,25,15,05,18,22,24,01,02,07,16
0417=21,08,17,12,01,23,14,13,02,09,03,11,19,16,15
0418=05,19,20,22,11,09,14,08,10,12,24,25,13,18,23
0419=23,03,17,21,16,14,18,05,04,22,20,15,24,07,06
0420=22,11,03,19,09,05,04,24,10,25,12,18,08,07,06
0421=25,10,14,04,05,15,09,03,13,20,16,08,19,23,12
0422=25,07,22,03,08,18,14,17,01,23,04,12,13,06,02
0423=17,16,24,20,25,01,13,02,23,18,11,15,05,03,22
0424=06,11,13,24,10,01,15,18,25,16,09,03,17,14,19
